premise,hypothesis,update,label,country/cultural group,topic,anchor_trigger,anchor_target,anchor_specification,match_trigger,match_target,match_specification,anchor_rule,match_rule,trigger_sim,target_sim,spec_sim,normad_anchor_idx,normad_match_idx
Taylor was handed a wrapped box by a friend during a casual get-together.,It is okay to wait and open gifts privately rather than in front of the giver.,They are a colombia national.,strengthener,colombia,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,wait and open privately,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is okay to wait and open gifts privately rather than in front of the giver.,1.0,1.0,0.4349,2321,99
Taylor was handed a wrapped box by a friend during a casual get-together.,It is okay to wait and open gifts privately rather than in front of the giver.,They are a israel national.,weakener,israel,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,wait and open privately,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is okay to wait and open gifts privately rather than in front of the giver.,1.0,1.0,0.4349,2321,99
"Sam was handed a wrapped box during a celebration, and they looked around to see if anyone was watching.",Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,They are a israel national.,strengthener,israel,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,do not open unless invited,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4605,2321,420
"Sam was handed a wrapped box during a celebration, and they looked around to see if anyone was watching.",Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,do not open unless invited,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4605,2321,420
Taylor received a wrapped present from a friend during a social visit.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,do not open unless invited,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4605,2321,420
Taylor received a wrapped present from a friend during a social visit.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,They are a israel national.,weakener,israel,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,do not open unless invited,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,1.0,1.0,0.4605,2321,420
"Sam was handed a wrapped box during a celebration, and they looked around to see if anyone was watching.",Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,They are a israel national.,strengthener,israel,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,avoid opening to show respect,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.4644,2321,2414
"Sam was handed a wrapped box during a celebration, and they looked around to see if anyone was watching.",Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,They are a sudan national.,weakener,sudan,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,avoid opening to show respect,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.4644,2321,2414
"Jordan was handed a wrapped present during a celebration, and they prepared to accept it.",It is correct to avoid opening gifts when they are received to show respect.,They are a sudan national.,strengthener,sudan,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,avoid opening to show respect,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.4644,2321,2414
"Jordan was handed a wrapped present during a celebration, and they prepared to accept it.",It is correct to avoid opening gifts when they are received to show respect.,They are a israel national.,weakener,israel,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,avoid opening to show respect,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is correct to avoid opening gifts when they are received to show respect.,1.0,1.0,0.4644,2321,2414
"Sam was handed a wrapped box during a celebration, and they looked around to see if anyone was watching.",Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,They are a israel national.,strengthener,israel,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.4949,2321,419
"Sam was handed a wrapped box during a celebration, and they looked around to see if anyone was watching.",Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.4949,2321,419
Sam was standing quietly as the gift was handed over during the celebration.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.4949,2321,419
Sam was standing quietly as the gift was handed over during the celebration.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,They are a israel national.,weakener,israel,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift in presence of giver,when to open the gift,wait patiently unless invited to open,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,It is correct to patiently wait and not open a gift immediately in the presence of the giver unless invited to do so.,0.8058,1.0,0.4949,2321,419
"Sam was handed a wrapped box during a celebration, and they looked around to see if anyone was watching.",Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,They are a israel national.,strengthener,israel,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,put aside and not open in presence of giver,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.6711,2321,2077
"Sam was handed a wrapped box during a celebration, and they looked around to see if anyone was watching.",Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,They are a myanmar national.,weakener,myanmar,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,put aside and not open in presence of giver,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.6711,2321,2077
"Sam was handed a wrapped box during a celebration, and they held it without opening it immediately.",Gifts should be put aside and not opened in the presence of the giver.,They are a myanmar national.,strengthener,myanmar,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,put aside and not open in presence of giver,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.6711,2321,2077
"Sam was handed a wrapped box during a celebration, and they held it without opening it immediately.",Gifts should be put aside and not opened in the presence of the giver.,They are a israel national.,weakener,israel,gift_giving,receiving a gift,when to open the gift,open it in the giver's presence,receiving a gift,when to open the gift,put aside and not open in presence of giver,Gifts are expected to be opened in the presence of the giver as a sign of appreciation.,Gifts should be put aside and not opened in the presence of the giver.,1.0,1.0,0.6711,2321,2077
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a serbia national.,strengthener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift in presence of giver,how to handle the gift,set aside the gift without opening,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is correct to set aside gifts without opening them in the presence of the giver.,1.0,0.7598,0.4014,1122,39
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a philippines national.,weakener,philippines,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift in presence of giver,how to handle the gift,set aside the gift without opening,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is correct to set aside gifts without opening them in the presence of the giver.,1.0,0.7598,0.4014,1122,39
Sam received a wrapped box from a friend during a visit to their home.,It is correct to set aside gifts without opening them in the presence of the giver.,They are a philippines national.,strengthener,philippines,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift in presence of giver,how to handle the gift,set aside the gift without opening,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is correct to set aside gifts without opening them in the presence of the giver.,1.0,0.7598,0.4014,1122,39
Sam received a wrapped box from a friend during a visit to their home.,It is correct to set aside gifts without opening them in the presence of the giver.,They are a serbia national.,weakener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift in presence of giver,how to handle the gift,set aside the gift without opening,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is correct to set aside gifts without opening them in the presence of the giver.,1.0,0.7598,0.4014,1122,39
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a serbia national.,strengthener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,wait and open privately,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is okay to wait and open gifts privately rather than in front of the giver.,0.8058,0.7871,0.4237,1122,99
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a colombia national.,weakener,colombia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,wait and open privately,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is okay to wait and open gifts privately rather than in front of the giver.,0.8058,0.7871,0.4237,1122,99
Taylor was handed a wrapped box by a friend during a casual get-together.,It is okay to wait and open gifts privately rather than in front of the giver.,They are a colombia national.,strengthener,colombia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,wait and open privately,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is okay to wait and open gifts privately rather than in front of the giver.,0.8058,0.7871,0.4237,1122,99
Taylor was handed a wrapped box by a friend during a casual get-together.,It is okay to wait and open gifts privately rather than in front of the giver.,They are a serbia national.,weakener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,wait and open privately,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is okay to wait and open gifts privately rather than in front of the giver.,0.8058,0.7871,0.4237,1122,99
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a serbia national.,strengthener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,wait for an invitation,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is considered polite to wait for an invitation before opening a gift.,0.8058,0.7871,0.4515,1122,1274
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,wait for an invitation,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is considered polite to wait for an invitation before opening a gift.,0.8058,0.7871,0.4515,1122,1274
Jamie was handed a wrapped box during a celebration with friends.,It is considered polite to wait for an invitation before opening a gift.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,wait for an invitation,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is considered polite to wait for an invitation before opening a gift.,0.8058,0.7871,0.4515,1122,1274
Jamie was handed a wrapped box during a celebration with friends.,It is considered polite to wait for an invitation before opening a gift.,They are a serbia national.,weakener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,wait for an invitation,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is considered polite to wait for an invitation before opening a gift.,0.8058,0.7871,0.4515,1122,1274
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a serbia national.,strengthener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,how to handle the gift,do not open it immediately,Gifts should be accepted graciously and opened immediately in the presence of the giver.,"It is a respectful gesture to receive any gift without opening it immediately, emphasizing the privacy of the thought behind the gift more than its material value.",0.8057,0.7599,0.4523,1122,2342
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a taiwan national.,weakener,taiwan,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,how to handle the gift,do not open it immediately,Gifts should be accepted graciously and opened immediately in the presence of the giver.,"It is a respectful gesture to receive any gift without opening it immediately, emphasizing the privacy of the thought behind the gift more than its material value.",0.8057,0.7599,0.4523,1122,2342
Sam was handed a wrapped present during a celebration with friends.,"It is a respectful gesture to receive any gift without opening it immediately, emphasizing the privacy of the thought behind the gift more than its material value.",They are a taiwan national.,strengthener,taiwan,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,how to handle the gift,do not open it immediately,Gifts should be accepted graciously and opened immediately in the presence of the giver.,"It is a respectful gesture to receive any gift without opening it immediately, emphasizing the privacy of the thought behind the gift more than its material value.",0.8057,0.7599,0.4523,1122,2342
Sam was handed a wrapped present during a celebration with friends.,"It is a respectful gesture to receive any gift without opening it immediately, emphasizing the privacy of the thought behind the gift more than its material value.",They are a serbia national.,weakener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,how to handle the gift,do not open it immediately,Gifts should be accepted graciously and opened immediately in the presence of the giver.,"It is a respectful gesture to receive any gift without opening it immediately, emphasizing the privacy of the thought behind the gift more than its material value.",0.8057,0.7599,0.4523,1122,2342
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a serbia national.,strengthener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,put aside and not open in presence of giver,Gifts should be accepted graciously and opened immediately in the presence of the giver.,Gifts should be put aside and not opened in the presence of the giver.,0.8058,0.7871,0.46,1122,2077
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a myanmar national.,weakener,myanmar,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,put aside and not open in presence of giver,Gifts should be accepted graciously and opened immediately in the presence of the giver.,Gifts should be put aside and not opened in the presence of the giver.,0.8058,0.7871,0.46,1122,2077
"Sam was handed a wrapped box during a celebration, and they held it without opening it immediately.",Gifts should be put aside and not opened in the presence of the giver.,They are a myanmar national.,strengthener,myanmar,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,put aside and not open in presence of giver,Gifts should be accepted graciously and opened immediately in the presence of the giver.,Gifts should be put aside and not opened in the presence of the giver.,0.8058,0.7871,0.46,1122,2077
"Sam was handed a wrapped box during a celebration, and they held it without opening it immediately.",Gifts should be put aside and not opened in the presence of the giver.,They are a serbia national.,weakener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,put aside and not open in presence of giver,Gifts should be accepted graciously and opened immediately in the presence of the giver.,Gifts should be put aside and not opened in the presence of the giver.,0.8058,0.7871,0.46,1122,2077
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a serbia national.,strengthener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,do not open unless invited,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,0.8058,0.7871,0.4747,1122,420
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,do not open unless invited,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,0.8058,0.7871,0.4747,1122,420
Taylor received a wrapped present from a friend during a social visit.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,do not open unless invited,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,0.8058,0.7871,0.4747,1122,420
Taylor received a wrapped present from a friend during a social visit.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,They are a serbia national.,weakener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,when to open the gift,do not open unless invited,Gifts should be accepted graciously and opened immediately in the presence of the giver.,It is respectful to not open a gift in front of the giver unless explicitly invited to do so.,0.8058,0.7871,0.4747,1122,420
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a serbia national.,strengthener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,how to handle the gift,do not open immediately,Gifts should be accepted graciously and opened immediately in the presence of the giver.,"Gifts are to be thoughtfully selected, well-presented, and not opened immediately upon receiving.",0.8058,0.7598,0.4819,1122,896
Taylor was handed a wrapped box by a friend during a celebration.,Gifts should be accepted graciously and opened immediately in the presence of the giver.,They are a philippines national.,weakener,philippines,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,how to handle the gift,do not open immediately,Gifts should be accepted graciously and opened immediately in the presence of the giver.,"Gifts are to be thoughtfully selected, well-presented, and not opened immediately upon receiving.",0.8058,0.7598,0.4819,1122,896
Taylor was handed a beautifully wrapped box during a celebration.,"Gifts are to be thoughtfully selected, well-presented, and not opened immediately upon receiving.",They are a philippines national.,strengthener,philippines,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,how to handle the gift,do not open immediately,Gifts should be accepted graciously and opened immediately in the presence of the giver.,"Gifts are to be thoughtfully selected, well-presented, and not opened immediately upon receiving.",0.8058,0.7598,0.4819,1122,896
Taylor was handed a beautifully wrapped box during a celebration.,"Gifts are to be thoughtfully selected, well-presented, and not opened immediately upon receiving.",They are a serbia national.,weakener,serbia,gift_giving,receiving a gift in presence of giver,how to accept and open the gift,accept graciously and open immediately,receiving a gift,how to handle the gift,do not open immediately,Gifts should be accepted graciously and opened immediately in the presence of the giver.,"Gifts are to be thoughtfully selected, well-presented, and not opened immediately upon receiving.",0.8058,0.7598,0.4819,1122,896
Sam was about to present a wrapped box to a friend during a celebration.,"When giving gifts, it's polite to use both hands or just the right hand, and avoid opening the gift immediately.",They are a egypt national.,strengthener,egypt,gift_giving,giving a gift,how to present the gift,use both hands or just the right hand,receiving a gift,how to open the gift,open it immediately upon receipt,"When giving gifts, it's polite to use both hands or just the right hand, and avoid opening the gift immediately.",It's polite to present gifts that are well-wrapped and to open them as soon as they are received.,0.8289,0.7653,0.2227,865,1363
Sam was about to present a wrapped box to a friend during a celebration.,"When giving gifts, it's polite to use both hands or just the right hand, and avoid opening the gift immediately.",They are a south_africa national.,weakener,south_africa,gift_giving,giving a gift,how to present the gift,use both hands or just the right hand,receiving a gift,how to open the gift,open it immediately upon receipt,"When giving gifts, it's polite to use both hands or just the right hand, and avoid opening the gift immediately.",It's polite to present gifts that are well-wrapped and to open them as soon as they are received.,0.8289,0.7653,0.2227,865,1363
Taylor was at a celebration where they were handed a gift from a friend.,It's polite to present gifts that are well-wrapped and to open them as soon as they are received.,They are a south_africa national.,strengthener,south_africa,gift_giving,giving a gift,how to present the gift,use both hands or just the right hand,receiving a gift,how to open the gift,open it immediately upon receipt,"When giving gifts, it's polite to use both hands or just the right hand, and avoid opening the gift immediately.",It's polite to present gifts that are well-wrapped and to open them as soon as they are received.,0.8289,0.7653,0.2227,865,1363
Taylor was at a celebration where they were handed a gift from a friend.,It's polite to present gifts that are well-wrapped and to open them as soon as they are received.,They are a egypt national.,weakener,egypt,gift_giving,giving a gift,how to present the gift,use both hands or just the right hand,receiving a gift,how to open the gift,open it immediately upon receipt,"When giving gifts, it's polite to use both hands or just the right hand, and avoid opening the gift immediately.",It's polite to present gifts that are well-wrapped and to open them as soon as they are received.,0.8289,0.7653,0.2227,865,1363
Sam was about to present a wrapped box to a friend during a celebration.,"When giving gifts, it's polite to use both hands or just the right hand, and avoid opening the gift immediately.",They are a egypt national.,strengthener,egypt,gift_giving,giving a gift,how to present the gift,use both hands or just the right hand,receiving a gift,how to open the gift,open the gift immediately to show appreciation,"When giving gifts, it's polite to use both hands or just the right hand, and avoid opening the gift immediately.",Gifts are opened immediately upon receiving to show appreciation.,0.8289,0.7653,0.2414,865,1915
Sam was about to present a wrapped box to a friend during a celebration.,"When giving gifts, it's polite to use both hands or just the right hand, and avoid opening the gift immediately.",They are a timor-leste national.,weakener,timor-leste,gift_giving,giving a gift,how to present the gift,use both hands or just the right hand,receiving a gift,how to open the gift,open the gift immediately to show appreciation,"When giving gifts, it's polite to use both hands or just the right hand, and avoid opening the gift immediately.",Gifts are opened immediately upon receiving to show appreciation.,0.8289,0.7653,0.2414,865,1915
Jordan was handed a wrapped present during a celebration with friends.,Gifts are opened immediately upon receiving to show appreciation.,They are a timor-leste national.,strengthener,timor-leste,gift_giving,giving a gift,how to present the gift,use both hands or just the right hand,receiving a gift,how to open the gift,open the gift immediately to show appreciation,"When giving gifts, it's polite to use both hands or just the right hand, and avoid opening the gift immediately.",Gifts are opened immediately upon receiving to show appreciation.,0.8289,0.7653,0.2414,865,1915
Jordan was handed a wrapped present during a celebration with friends.,Gifts are opened immediately upon receiving to show appreciation.,They are a egypt national.,weakener,egypt,gift_giving,giving a gift,how to present the gift,use both hands or just the right hand,receiving a gift,how to open the gift,open the gift immediately to show appreciation,"When giving gifts, it's polite to use both hands or just the right hand, and avoid opening the gift immediately.",Gifts are opened immediately upon receiving to show appreciation.,0.8289,0.7653,0.2414,865,1915
Sam was handed a wrapped box during a celebration hosted by friends.,It is respectful to wait to open a gift until the giver invites you to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open immediately and praise enthusiastically,It is respectful to wait to open a gift until the giver invites you to do so.,Gifts should be opened immediately upon receipt to express appreciation.,1.0,1.0,0.4287,418,219
Sam was handed a wrapped box during a celebration hosted by friends.,It is respectful to wait to open a gift until the giver invites you to do so.,They are a mexico national.,weakener,mexico,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open immediately and praise enthusiastically,It is respectful to wait to open a gift until the giver invites you to do so.,Gifts should be opened immediately upon receipt to express appreciation.,1.0,1.0,0.4287,418,219
"Taylor was handed a wrapped present during the celebration, and they prepared to open it right away.",Gifts should be opened immediately upon receipt to express appreciation.,They are a mexico national.,strengthener,mexico,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open immediately and praise enthusiastically,It is respectful to wait to open a gift until the giver invites you to do so.,Gifts should be opened immediately upon receipt to express appreciation.,1.0,1.0,0.4287,418,219
"Taylor was handed a wrapped present during the celebration, and they prepared to open it right away.",Gifts should be opened immediately upon receipt to express appreciation.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open immediately and praise enthusiastically,It is respectful to wait to open a gift until the giver invites you to do so.,Gifts should be opened immediately upon receipt to express appreciation.,1.0,1.0,0.4287,418,219
Sam was handed a wrapped box during a celebration hosted by friends.,It is respectful to wait to open a gift until the giver invites you to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,how to open the gift,open the gift immediately to show appreciation,It is respectful to wait to open a gift until the giver invites you to do so.,Gifts are opened immediately upon receiving to show appreciation.,1.0,0.8339,0.4619,418,1915
Sam was handed a wrapped box during a celebration hosted by friends.,It is respectful to wait to open a gift until the giver invites you to do so.,They are a timor-leste national.,weakener,timor-leste,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,how to open the gift,open the gift immediately to show appreciation,It is respectful to wait to open a gift until the giver invites you to do so.,Gifts are opened immediately upon receiving to show appreciation.,1.0,0.8339,0.4619,418,1915
Jordan was handed a wrapped present during a celebration with friends.,Gifts are opened immediately upon receiving to show appreciation.,They are a timor-leste national.,strengthener,timor-leste,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,how to open the gift,open the gift immediately to show appreciation,It is respectful to wait to open a gift until the giver invites you to do so.,Gifts are opened immediately upon receiving to show appreciation.,1.0,0.8339,0.4619,418,1915
Jordan was handed a wrapped present during a celebration with friends.,Gifts are opened immediately upon receiving to show appreciation.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,how to open the gift,open the gift immediately to show appreciation,It is respectful to wait to open a gift until the giver invites you to do so.,Gifts are opened immediately upon receiving to show appreciation.,1.0,0.8339,0.4619,418,1915
Sam was handed a wrapped box during a celebration hosted by friends.,It is respectful to wait to open a gift until the giver invites you to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open the gift immediately to show appreciation,It is respectful to wait to open a gift until the giver invites you to do so.,Gifts should be opened when received to show appreciation.,1.0,1.0,0.4619,418,1264
Sam was handed a wrapped box during a celebration hosted by friends.,It is respectful to wait to open a gift until the giver invites you to do so.,They are a portugal national.,weakener,portugal,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open the gift immediately to show appreciation,It is respectful to wait to open a gift until the giver invites you to do so.,Gifts should be opened when received to show appreciation.,1.0,1.0,0.4619,418,1264
Taylor was handed a wrapped box during a celebration with friends.,Gifts should be opened when received to show appreciation.,They are a portugal national.,strengthener,portugal,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open the gift immediately to show appreciation,It is respectful to wait to open a gift until the giver invites you to do so.,Gifts should be opened when received to show appreciation.,1.0,1.0,0.4619,418,1264
Taylor was handed a wrapped box during a celebration with friends.,Gifts should be opened when received to show appreciation.,They are a thailand national.,weakener,thailand,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open the gift immediately to show appreciation,It is respectful to wait to open a gift until the giver invites you to do so.,Gifts should be opened when received to show appreciation.,1.0,1.0,0.4619,418,1264
Sam was handed a wrapped box during a celebration hosted by friends.,It is respectful to wait to open a gift until the giver invites you to do so.,They are a thailand national.,strengthener,thailand,gift_giving,receiving a gift,when to open the gift,wait until invited to open,receiving a gift,when to open the gift,open immediately to express gratitude,It is respectful to wait to open a gift until the giver invites you to do so.,Open gifts immediately upon receiving them to express gratitude.,1.0,1.0,0.4664,418,920
